age,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,gender_Female,gender_Male,gender_Other,learning_disabilities,peer_influence,tutoring_sessions,exam_anxiety_score,motivation_score
20,4.934846332836607,2.5,1.8,0.0,0.7422413878487956,5.706926277355705,1.0,3.0,0,1.0,5.0,1.0,81.57369695355877,0.0,1.0,0.0,0.0,0.5,0.125,0.5789332243819938,0.4666314666268656
20,1.200701401279896,2.5,1.8,0.0,0.7407754104416074,7.999719931465591,1.0,3.0,1,1.0,5.0,1.0,50.79996662613318,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.833657219703818
20,1.3867782391502683,2.5,1.8,0.0,0.8769621239929948,7.708803847840591,1.0,3.0,0,1.0,5.0,1.0,79.72490590670404,0.0,1.0,0.0,0.0,0.5,0.125,0.5310582660135145,0.5605071144123199
20,3.8818269658510247,2.5,1.8,0.0,0.8575612887206151,7.774941919367203,1.0,3.0,1,1.0,5.0,1.0,97.83260085214584,0.0,1.0,0.0,0.0,0.5,0.125,0.22660593960400868,0.8920356194477522
20,2.127300013181888,2.5,1.8,0.0,0.7502100211044282,7.75231053243157,1.0,3.0,0,1.0,5.0,1.0,74.43806700686608,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.9973652269086555
20,1.7372055878003962,2.5,1.8,0.0,0.802287510324955,7.175265889846259,1.0,3.0,0,1.0,5.0,1.0,65.25758314348549,0.0,1.0,0.0,0.0,0.5,0.125,0.5049408221528542,0.4459718883577892
20,1.157447519278918,2.5,1.8,0.0,0.7284794651201271,8.251860835794778,1.0,3.0,2,1.0,5.0,1.0,57.68144607951135,0.0,1.0,0.0,0.0,0.5,0.125,0.2629857741205706,0.6838210750502202
20,1.0873868479448072,2.5,1.8,0.0,0.7989259118487062,6.242451912953671,1.0,3.0,2,1.0,5.0,1.0,79.42886818657172,0.0,1.0,0.0,0.0,0.5,0.125,0.3820010848812681,0.8812375355864818
20,4.0979424124791635,2.5,1.8,0.0,0.8171236397084379,7.040875680130888,1.0,3.0,0,1.0,5.0,1.0,88.97741342507952,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.8733705379247401
20,1.5377337094782,2.5,1.8,0.0,0.5692918599092023,6.549097664653017,1.0,3.0,1,1.0,5.0,1.0,43.81921605682969,0.0,1.0,0.0,0.0,0.5,0.125,0.3117642492170324,0.855998294998581
20,2.8708824638846036,2.5,1.8,0.0,0.8597535044894645,7.380404219042056,1.0,3.0,1,1.0,5.0,1.0,81.61419616975,0.0,1.0,0.0,0.0,0.5,0.125,0.2639398393081924,0.6093969611811466
20,3.423587260717932,2.5,1.8,0.0,0.848835559407706,6.800840126622668,1.0,3.0,2,1.0,5.0,1.0,80.13612210835996,0.0,1.0,0.0,0.0,0.5,0.125,0.22872294997253229,0.6723119534110313
20,2.713407202275385,2.5,1.8,0.0,0.9465614666332403,5.64029157437837,1.0,3.0,2,1.0,5.0,1.0,90.20719029686316,0.0,1.0,0.0,0.0,0.5,0.125,0.1743585324102978,0.7569810144048821
20,1.1084266093449324,2.5,1.8,0.0,0.7610319246703645,6.59482720650819,1.0,3.0,1,1.0,5.0,1.0,76.18238766522985,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.9843643501439544
20,4.134006010351635,2.5,1.8,0.0,0.704771547442226,7.684247251210168,1.0,3.0,1,1.0,5.0,1.0,68.60618339888626,0.0,1.0,0.0,0.0,0.5,0.125,0.3766817640210544,0.5965283625630957
20,1.042052898166614,2.5,1.8,0.0,0.6702454369336681,7.6041478295753455,1.0,3.0,1,1.0,5.0,1.0,79.56981979874847,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.9538863326301149
20,4.047559577509936,2.5,1.8,0.0,0.7896719079066077,6.390627173385998,1.0,3.0,2,1.0,5.0,1.0,79.90099180813411,0.0,1.0,0.0,0.0,0.5,0.125,0.35645168981824615,0.5616141509082965
20,4.573217975152491,2.5,1.8,0.0,0.9050004375005617,7.232184968321293,1.0,3.0,1,1.0,5.0,1.0,100.0,0.0,1.0,0.0,0.0,0.5,0.125,0.12240252036311008,0.9934446792842229
20,2.731359684228689,2.5,1.8,0.0,0.6898670990304039,8.241835698154908,1.0,3.0,2,1.0,5.0,1.0,56.435458671694605,0.0,1.0,0.0,0.0,0.5,0.125,0.32022115015476144,0.8021582120965551
20,3.142169892391193,2.5,1.8,0.0,0.6232617468841857,5.837656036912141,1.0,3.0,0,1.0,5.0,1.0,47.21131092150443,0.0,1.0,0.0,0.0,0.5,0.125,0.41682276162240095,0.6781068882151307
20,2.907933570470615,2.5,1.8,0.0,0.7645921731757211,7.269506145554329,1.0,3.0,0,1.0,5.0,1.0,73.19970302663428,0.0,1.0,0.0,0.0,0.5,0.125,0.2843656387202699,0.768034256838163
20,2.5568344744937552,2.5,1.8,0.0,0.8296000849940158,7.379412454215503,1.0,3.0,0,1.0,5.0,1.0,75.4156686829881,0.0,1.0,0.0,0.0,0.5,0.125,0.44575560515383106,0.5635187014241241
20,4.549698141481441,2.5,1.8,0.0,0.8667453531765713,7.46191123369053,1.0,3.0,1,1.0,5.0,1.0,96.87711431839438,0.0,1.0,0.0,0.0,0.5,0.125,0.3857926164265291,0.56450431450688
20,4.5757340426799615,2.5,1.8,0.0,0.6247127641007821,8.133239064197419,1.0,3.0,2,1.0,5.0,1.0,49.297204337552806,0.0,1.0,0.0,0.0,0.5,0.125,0.4365515232183945,0.46813272630609626
20,2.343265458566138,2.5,1.8,0.0,0.7478663971529589,6.241466364731218,1.0,3.0,1,1.0,5.0,1.0,73.08144380595287,0.0,1.0,0.0,0.0,0.5,0.125,0.5678693917200295,0.46843017862323927
20,3.460279016058792,2.5,1.8,0.0,0.6273549077580793,6.260633560400441,1.0,3.0,2,1.0,5.0,1.0,66.68045380321041,0.0,1.0,0.0,0.0,0.5,0.125,0.2740339158639734,0.6086030448813469
20,4.707630248583456,2.5,1.8,0.0,0.8799391975793829,5.9736715726099305,1.0,3.0,1,1.0,5.0,1.0,94.2850520576426,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.857713286737823
20,4.848233995765407,2.5,1.8,0.0,0.8295660083516176,6.199767329614189,1.0,3.0,0,1.0,5.0,1.0,93.96461920813626,0.0,1.0,0.0,0.0,0.5,0.125,0.3505086250615835,0.7647827005588975
20,3.03583616168819,2.5,1.8,0.0,0.8678084299994566,7.073702940227388,1.0,3.0,2,1.0,5.0,1.0,86.41719930914475,0.0,1.0,0.0,0.0,0.5,0.125,0.7285141679735962,0.4615507361986125
20,2.811299221137307,2.5,1.8,0.0,0.7335667937655472,6.716269810738575,1.0,3.0,1,1.0,5.0,1.0,71.19461562980504,0.0,1.0,0.0,0.0,0.5,0.125,0.1279875988311015,0.9113419149855464
20,2.114777263714103,2.5,1.8,0.0,0.7059401780644033,7.0108028326114615,1.0,3.0,2,1.0,5.0,1.0,65.64994534748202,0.0,1.0,0.0,0.0,0.5,0.125,0.34982513903542456,0.7608205761940399
20,4.83548749276164,2.5,1.8,0.0,0.6316272932805627,6.414316144090873,1.0,3.0,2,1.0,5.0,1.0,73.07706182297103,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.976513346070868
20,1.5712572178914694,2.5,1.8,0.0,0.619110923420093,6.329070322874161,1.0,3.0,1,1.0,5.0,1.0,50.65982264467976,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.8021112804467245
20,3.3193183041909,2.5,1.8,0.0,0.8747105150109478,6.289070724294839,1.0,3.0,1,1.0,5.0,1.0,79.23336802917501,0.0,1.0,0.0,0.0,0.5,0.125,0.5561122436393499,0.5051049182225086
20,2.1302010700745555,2.5,1.8,0.0,0.7663808279565784,6.92078855210353,1.0,3.0,2,1.0,5.0,1.0,75.59719372812562,0.0,1.0,0.0,0.0,0.5,0.125,0.372658914942313,0.6842700173846934
20,2.1160331613911865,2.5,1.8,0.0,0.8792960478377229,6.587708415356371,1.0,3.0,2,1.0,5.0,1.0,90.62784985585157,0.0,1.0,0.0,0.0,0.5,0.125,0.21806829685970192,0.7890985585283226
20,2.619874349504754,2.5,1.8,0.0,0.8857272777717982,6.88066939484396,1.0,3.0,0,1.0,5.0,1.0,83.24058068351289,0.0,1.0,0.0,0.0,0.5,0.125,0.5588036335595022,0.4169588206299866
20,4.995171743262619,2.5,1.8,0.0,0.7168404798598093,7.46347755446016,1.0,3.0,2,1.0,5.0,1.0,71.48904357753194,0.0,1.0,0.0,0.0,0.5,0.125,0.687274899365225,0.40894615849288474
20,1.2198652273592885,2.5,1.8,0.0,0.7820787239292403,6.735529641050707,1.0,3.0,0,1.0,5.0,1.0,76.07431345860914,0.0,1.0,0.0,0.0,0.5,0.125,0.4237848962981118,0.4776418003591408
20,3.314167272814126,2.5,1.8,0.0,0.8713411181559785,7.554274146261182,1.0,3.0,0,1.0,5.0,1.0,92.95690927149106,0.0,1.0,0.0,0.0,0.5,0.125,0.3716232810836518,0.5509986610272825
20,1.3302886321411087,2.5,1.8,0.0,0.776981981521657,6.6994472611640905,1.0,3.0,0,1.0,5.0,1.0,70.25338495477762,0.0,1.0,0.0,0.0,0.5,0.125,0.2414598752115519,0.6577294741124053
20,1.618083319962076,2.5,1.8,0.0,0.685516913741849,7.922823744031368,1.0,3.0,2,1.0,5.0,1.0,53.05886572365627,0.0,1.0,0.0,0.0,0.5,0.125,0.3160330120077096,0.692464284255873
20,2.7582517670915947,2.5,1.8,0.0,0.6791319185273157,7.725200830734724,1.0,3.0,0,1.0,5.0,1.0,71.51776401404926,0.0,1.0,0.0,0.0,0.5,0.125,0.4083941334263361,0.4828165653627381
20,3.041840525385765,2.5,1.8,0.0,0.6886615238183219,7.482883103375458,1.0,3.0,2,1.0,5.0,1.0,62.66504757390469,0.0,1.0,0.0,0.0,0.5,0.125,0.12754083447897718,0.8040349474694984
20,2.035169633458096,2.5,1.8,0.0,0.9792554197655636,7.033605735981166,1.0,3.0,2,1.0,5.0,1.0,92.31155924380212,0.0,1.0,0.0,0.0,0.5,0.125,0.1717416067593593,0.7576828370179209
20,2.2658285234976647,2.5,1.8,0.0,0.7236601843889011,7.649651394970206,1.0,3.0,1,1.0,5.0,1.0,72.97328857139193,0.0,1.0,0.0,0.0,0.5,0.125,0.39726070746190806,0.5766784593046961
20,1.3478680810237322,2.5,1.8,0.0,0.689587164632186,6.6533786208724095,1.0,3.0,2,1.0,5.0,1.0,47.09892297579898,0.0,1.0,0.0,0.0,0.5,0.125,0.4430666252984271,0.40819593006117516
20,2.212879135377002,2.5,1.8,0.0,0.7483805929675097,7.036744664018256,1.0,3.0,2,1.0,5.0,1.0,71.1361232061652,0.0,1.0,0.0,0.0,0.5,0.125,0.5621317499917523,0.44658874921197445
20,4.866233757522176,2.5,1.8,0.0,0.8220329748158108,7.51141474175522,1.0,3.0,0,1.0,5.0,1.0,80.65361800228858,0.0,1.0,0.0,0.0,0.5,0.125,0.48971349975996414,0.6350168653065037
20,4.778829526689927,2.5,1.8,0.0,0.6352318270047703,6.9919126369574505,1.0,3.0,2,1.0,5.0,1.0,70.99632510849548,0.0,1.0,0.0,0.0,0.5,0.125,0.5211645265322659,0.49238461069941036
20,2.33951316054794,2.5,1.8,0.0,0.6552576757762837,6.139794730779349,1.0,3.0,2,1.0,5.0,1.0,45.47719010103637,0.0,1.0,0.0,0.0,0.5,0.125,0.5280403507913496,0.6260917636887825
20,3.2834157451150463,2.5,1.8,0.0,0.7410331804435524,6.89929274963664,1.0,3.0,1,1.0,5.0,1.0,77.09317077515288,0.0,1.0,0.0,0.0,0.5,0.125,0.3564902558814795,0.776909562706213
20,4.638381564443778,2.5,1.8,0.0,0.7327353882936248,7.267996676036911,1.0,3.0,1,1.0,5.0,1.0,79.75742205136685,0.0,1.0,0.0,0.0,0.5,0.125,0.3494310479972153,0.7283424567275701
20,1.0247352905635867,2.5,1.8,0.0,0.7608362939699356,7.238375599709494,1.0,3.0,0,1.0,5.0,1.0,70.75515262206679,0.0,1.0,0.0,0.0,0.5,0.125,0.468763054381252,0.5387055298824366
20,4.2427342813503675,2.5,1.8,0.0,0.7841624863505859,6.605257799952732,1.0,3.0,0,1.0,5.0,1.0,78.04261000718324,0.0,1.0,0.0,0.0,0.5,0.125,0.3959565440692925,0.6062934947552515
20,4.793478211155676,2.5,1.8,0.0,0.7925008948656191,8.195105642588272,1.0,3.0,1,1.0,5.0,1.0,92.86507443768,0.0,1.0,0.0,0.0,0.5,0.125,0.30796125816713565,0.7684187190691903
20,1.3653029373342285,2.5,1.8,0.0,0.7793725936295749,7.132219973141392,1.0,3.0,1,1.0,5.0,1.0,71.87480888390277,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.9165130168260692
20,1.645790744131684,2.5,1.8,0.0,0.7370530407591144,6.752688557295057,1.0,3.0,2,1.0,5.0,1.0,72.43852625046746,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.8519280632433264
20,4.842985211085422,2.5,1.8,0.0,0.8353561221411018,5.776186137301788,1.0,3.0,0,1.0,5.0,1.0,91.43077465598232,0.0,1.0,0.0,0.0,0.5,0.125,0.31716038931024704,0.732040016100049
20,3.150160574561385,2.5,1.8,0.0,0.7183455835784156,7.0302194348246605,1.0,3.0,0,1.0,5.0,1.0,63.27887390288195,0.0,1.0,0.0,0.0,0.5,0.125,0.2695173380166112,0.6173757989898917
20,1.0567865378868948,2.5,1.8,0.0,0.5987629542409837,7.84231105906389,1.0,3.0,2,1.0,5.0,1.0,48.01085796004101,0.0,1.0,0.0,0.0,0.5,0.125,0.2847551106558782,0.6190307665250833
20,2.0305279950541166,2.5,1.8,0.0,0.6184335916632125,6.74763038583883,1.0,3.0,2,1.0,5.0,1.0,59.91367877956746,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.9276503861586376
20,2.7997746970754385,2.5,1.8,0.0,0.8841794735279658,7.521012720197696,1.0,3.0,0,1.0,5.0,1.0,79.30019501454618,0.0,1.0,0.0,0.0,0.5,0.125,0.5669413666203251,0.42354614562432785
20,3.771635644099071,2.5,1.8,0.0,0.7316803873305671,7.505089481029733,1.0,3.0,1,1.0,5.0,1.0,77.39991889367141,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.9927895866521569
20,3.9326415125471983,2.5,1.8,0.0,0.8522124433909788,7.500035558451216,1.0,3.0,1,1.0,5.0,1.0,86.6625089830205,0.0,1.0,0.0,0.0,0.5,0.125,0.2179239099023767,0.7986252465109374
20,4.981686051701825,2.5,1.8,0.0,0.7334700260893398,6.965048117349184,1.0,3.0,2,1.0,5.0,1.0,65.15596936319623,0.0,1.0,0.0,0.0,0.5,0.125,0.2879313466426706,0.8086826194434342
20,2.150044797535036,2.5,1.8,0.0,0.5966944063349595,7.057527743347195,1.0,3.0,0,1.0,5.0,1.0,40.79390177515834,0.0,1.0,0.0,0.0,0.5,0.125,0.46436714059057643,0.4227987023828453
20,3.152880407473901,2.5,1.8,0.0,0.5312470528041399,6.755915938636074,1.0,3.0,2,1.0,5.0,1.0,53.08190074191299,0.0,1.0,0.0,0.0,0.5,0.125,0.3639307681501126,0.7633175649347633
20,3.13329419143842,2.5,1.8,0.0,0.7115096236804024,5.419932312888918,1.0,3.0,1,1.0,5.0,1.0,66.1811243762921,0.0,1.0,0.0,0.0,0.5,0.125,0.15311608143273736,0.6908668360542682
20,2.62258103778895,2.5,1.8,0.0,0.7348569877466805,7.776232980883361,1.0,3.0,1,1.0,5.0,1.0,74.77309676511508,0.0,1.0,0.0,0.0,0.5,0.125,0.7482650703006551,0.4634673441364402
20,1.6766475753696808,2.5,1.8,0.0,0.8012972733605765,7.537649752948131,1.0,3.0,2,1.0,5.0,1.0,55.48722865854106,0.0,1.0,0.0,0.0,0.5,0.125,0.3921207504900362,0.5667532064616154
20,4.90982625273537,2.5,1.8,0.0,0.722045980581517,6.617511522295394,1.0,3.0,1,1.0,5.0,1.0,79.21413221838253,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.9341886737281907
20,4.413268746666344,2.5,1.8,0.0,0.8085336705840218,5.756950633853719,1.0,3.0,0,1.0,5.0,1.0,90.38156013558805,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.7299930495195717
20,2.993332113176949,2.5,1.8,0.0,0.6384122778808221,6.900932103614371,1.0,3.0,2,1.0,5.0,1.0,60.363858326874144,0.0,1.0,0.0,0.0,0.5,0.125,0.3457364482487239,0.6480499451043452
20,3.4129816907361192,2.5,1.8,0.0,0.7958423574734894,6.14744487936558,1.0,3.0,2,1.0,5.0,1.0,70.22499681400421,0.0,1.0,0.0,0.0,0.5,0.125,0.5792389242673326,0.4436092935044866
20,1.9090442142386492,2.5,1.8,0.0,0.786945379799605,6.442805741054411,1.0,3.0,2,1.0,5.0,1.0,83.23583111308723,0.0,1.0,0.0,0.0,0.5,0.125,0.16291087314866712,0.8284729164413834
20,3.1751482815669876,2.5,1.8,0.0,0.7112407051113707,6.807347008443597,1.0,3.0,1,1.0,5.0,1.0,86.64682650924775,0.0,1.0,0.0,0.0,0.5,0.125,0.12198139825714308,0.8217104940376195
20,3.7798805324859033,2.5,1.8,0.0,0.8188639798182894,6.0638788329102065,1.0,3.0,0,1.0,5.0,1.0,75.87322856863376,0.0,1.0,0.0,0.0,0.5,0.125,0.13691738396368036,0.768426164183538
20,3.060668113546355,2.5,1.8,0.0,0.8129371023088133,6.951789289181678,1.0,3.0,2,1.0,5.0,1.0,84.30442531670678,0.0,1.0,0.0,0.0,0.5,0.125,0.40689507422134163,0.7061575877323895
20,4.9611406823397655,2.5,1.8,0.0,0.8588217300688434,7.779327707314313,1.0,3.0,2,1.0,5.0,1.0,91.5450446534173,0.0,1.0,0.0,0.0,0.5,0.125,0.34281007217537135,0.6602706413244237
20,3.4453666249909047,2.5,1.8,0.0,0.6396167867643595,8.06220543000169,1.0,3.0,1,1.0,5.0,1.0,61.122922720348534,0.0,1.0,0.0,0.0,0.5,0.125,0.3981125818588818,0.7559626557927954
20,2.483894850368676,2.5,1.8,0.0,0.8889778224952154,6.98008719693655,1.0,3.0,0,1.0,5.0,1.0,90.63278367372348,0.0,1.0,0.0,0.0,0.5,0.125,0.40731449348346366,0.540037271037044
20,4.088608110463353,2.5,1.8,0.0,0.7648691973723892,6.221116923114237,1.0,3.0,2,1.0,5.0,1.0,84.21439925016928,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.9647554385065886
20,1.6818500463265682,2.5,1.8,0.0,0.6600115202194721,6.945163466180691,1.0,3.0,1,1.0,5.0,1.0,49.89813589828349,0.0,1.0,0.0,0.0,0.5,0.125,0.32828270695147854,0.7532767175081377
20,2.538063254825066,2.5,1.8,0.0,0.7294447860403477,6.899138931508601,1.0,3.0,2,1.0,5.0,1.0,69.70615938365609,0.0,1.0,0.0,0.0,0.5,0.125,0.25098703718701765,0.586715466612626
20,2.3878358015103434,2.5,1.8,0.0,0.8509200076273318,6.148830390087197,1.0,3.0,1,1.0,5.0,1.0,77.87403127774776,0.0,1.0,0.0,0.0,0.5,0.125,0.2088457534536133,0.6698079105310943
20,2.727228380431109,2.5,1.8,0.0,0.6615893555020669,7.585413275216975,1.0,3.0,0,1.0,5.0,1.0,59.08770259460766,0.0,1.0,0.0,0.0,0.5,0.125,0.22633762380918093,0.8834108733261354
20,4.127119303714905,2.5,1.8,0.0,0.7032867356989712,8.692399584615169,1.0,3.0,1,1.0,5.0,1.0,64.52785076272184,0.0,1.0,0.0,0.0,0.5,0.125,0.3858369706395022,0.49696963643817843
20,2.93669212865363,2.5,1.8,0.0,0.868794822978753,6.756553590615027,1.0,3.0,2,1.0,5.0,1.0,81.23031237782675,0.0,1.0,0.0,0.0,0.5,0.125,0.242393524993589,0.5757013734761562
20,4.176057801063851,2.5,1.8,0.0,0.6218540881294499,7.537495648640268,1.0,3.0,2,1.0,5.0,1.0,67.30144769504382,0.0,1.0,0.0,0.0,0.5,0.125,0.37914790516537583,0.8077048136419333
20,3.3059556125594636,2.5,1.8,0.0,0.5822109297497474,7.509406542191969,1.0,3.0,1,1.0,5.0,1.0,63.999519273923475,0.0,1.0,0.0,0.0,0.5,0.125,0.2713247113232451,0.5892935238893344
20,2.3682777386302214,2.5,1.8,0.0,0.5919055349432414,6.618274447026931,1.0,3.0,0,1.0,5.0,1.0,55.62783665871853,0.0,1.0,0.0,0.0,0.5,0.125,0.14291093071593738,0.8755010091168796
20,4.23991497473389,2.5,1.8,0.0,0.6714421946495436,6.49435495623764,1.0,3.0,0,1.0,5.0,1.0,53.20448230454695,0.0,1.0,0.0,0.0,0.5,0.125,0.5286364269660107,0.4782720923064165
20,1.9531586822123663,2.5,1.8,0.0,0.664197513425703,8.272263757911833,1.0,3.0,2,1.0,5.0,1.0,64.77267583341117,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.8576117022727651
20,1.897531919199182,2.5,1.8,0.0,0.6302505878577649,7.12473269871001,1.0,3.0,2,1.0,5.0,1.0,45.91692900929151,0.0,1.0,0.0,0.0,0.5,0.125,0.5322572687728793,0.4410110289103398
20,3.018011696219343,2.5,1.8,0.0,0.7303396017389359,6.597556740522767,1.0,3.0,1,1.0,5.0,1.0,71.9021874348662,0.0,1.0,0.0,0.0,0.5,0.125,0.6372857573474141,0.4075555676004969
20,2.0433969838483557,2.5,1.8,0.0,0.654635862791761,6.82983932799084,1.0,3.0,1,1.0,5.0,1.0,62.38576992040948,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.9389341112992972
20,1.0363481398048653,2.5,1.8,0.0,0.6168273965472721,7.1287140256275245,1.0,3.0,1,1.0,5.0,1.0,52.46994346777953,0.0,1.0,0.0,0.0,0.5,0.125,0.341548538220971,0.7488035301593792
20,3.593190109195206,2.5,1.8,0.0,0.8537881410670279,7.958138030303221,1.0,3.0,0,1.0,5.0,1.0,93.01289816432433,0.0,1.0,0.0,0.0,0.5,0.125,0.3501547302573697,0.6110961382520869
20,3.044375285889592,2.5,1.8,0.0,0.7739156703766866,6.5085790064804705,1.0,3.0,0,1.0,5.0,1.0,76.20708684673268,0.0,1.0,0.0,0.0,0.5,0.125,0.5316936620309057,0.5395567821783103
20,2.7820712579726448,2.5,1.8,0.0,0.7210184212615985,6.5834343642989355,1.0,3.0,2,1.0,5.0,1.0,84.06401952092159,0.0,1.0,0.0,0.0,0.5,0.125,0.16093562323550314,0.7701314699564896
20,4.867874058473261,2.5,1.8,0.0,0.5707620507389649,7.301074164106278,1.0,3.0,2,1.0,5.0,1.0,60.88599886218302,0.0,1.0,0.0,0.0,0.5,0.125,0.1535519482366796,0.7054013101220429
20,3.2847967358516548,2.5,1.8,0.0,0.7318513747571275,8.366689605343634,1.0,3.0,2,1.0,5.0,1.0,79.81684955064966,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.994958665317991
20,4.4537263111575385,2.5,1.8,0.0,0.5806508874980525,6.682043026394461,1.0,3.0,1,1.0,5.0,1.0,68.78602181841218,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.9899295919922476
20,1.557800944820641,2.5,1.8,0.0,0.7032545346420364,6.788715516974453,1.0,3.0,0,1.0,5.0,1.0,57.30435142034173,0.0,1.0,0.0,0.0,0.5,0.125,0.31994385710415363,0.7810147396849658
20,3.2768258525177107,2.5,1.8,0.0,0.668912459973897,6.9746416407056735,1.0,3.0,2,1.0,5.0,1.0,63.92796623900552,0.0,1.0,0.0,0.0,0.5,0.125,0.18282034543061004,0.6657223036635342
20,4.471918506923611,2.5,1.8,0.0,0.6405801423290391,7.04641546099841,1.0,3.0,2,1.0,5.0,1.0,68.91551460075812,0.0,1.0,0.0,0.0,0.5,0.125,0.332719302584133,0.6946845814807973
20,3.332423029119592,2.5,1.8,0.0,0.6463138317580226,7.275365932341387,1.0,3.0,2,1.0,5.0,1.0,59.42054979571745,0.0,1.0,0.0,0.0,0.5,0.125,0.16392014085063947,0.8094874397421172
20,3.872056712508006,2.5,1.8,0.0,0.5889749217153432,5.910701540221395,1.0,3.0,2,1.0,5.0,1.0,53.6287366715394,0.0,1.0,0.0,0.0,0.5,0.125,0.528790416113708,0.4609447265412288
20,2.4881742712488295,2.5,1.8,0.0,0.733339018383782,6.667627506993094,1.0,3.0,2,1.0,5.0,1.0,60.90264667765139,0.0,1.0,0.0,0.0,0.5,0.125,0.539349485233539,0.5970112442864309
20,1.3697980681482664,2.5,1.8,0.0,0.6376673018203883,7.287576840145391,1.0,3.0,2,1.0,5.0,1.0,53.90728205335965,0.0,1.0,0.0,0.0,0.5,0.125,0.5109939186763104,0.44516334460216234
20,2.8316011805082857,2.5,1.8,0.0,0.6341495396179692,5.546242129491004,1.0,3.0,0,1.0,5.0,1.0,61.92650290704088,0.0,1.0,0.0,0.0,0.5,0.125,0.6171437004448166,0.4440164557101517
20,2.57791756335543,2.5,1.8,0.0,0.7553138532214055,6.063252064470034,1.0,3.0,2,1.0,5.0,1.0,66.02527007370318,0.0,1.0,0.0,0.0,0.5,0.125,0.4862527900015709,0.5175035451365402
20,4.46824072951579,2.5,1.8,0.0,0.7766931875291796,6.051724154657025,1.0,3.0,0,1.0,5.0,1.0,77.20452732842739,0.0,1.0,0.0,0.0,0.5,0.125,0.2936461566807941,0.6911519527559362
20,1.975981209409889,2.5,1.8,0.0,0.6029595970340668,7.2949456873006415,1.0,3.0,1,1.0,5.0,1.0,48.78143430057702,0.0,1.0,0.0,0.0,0.5,0.125,0.35913231974097376,0.8708645926976736
20,4.866936910140432,2.5,1.8,0.0,0.7593298125292789,7.779200672570529,1.0,3.0,0,1.0,5.0,1.0,84.95985421167167,0.0,1.0,0.0,0.0,0.5,0.125,0.16456829072893947,0.6912975346995236
20,4.832552479217984,2.5,1.8,0.0,0.8522426254981399,7.407268775959148,1.0,3.0,1,1.0,5.0,1.0,79.44745192222499,0.0,1.0,0.0,0.0,0.5,0.125,0.5276272172072226,0.6012859663365219
20,1.9905265722857548,2.5,1.8,0.0,0.6663194431052456,6.043472319324127,1.0,3.0,0,1.0,5.0,1.0,42.6766626212092,0.0,1.0,0.0,0.0,0.5,0.125,0.6162288623469423,0.4494117942020549
20,2.392207821909282,2.5,1.8,0.0,0.8884419158379627,7.802329116296985,1.0,3.0,0,1.0,5.0,1.0,83.64500374128687,0.0,1.0,0.0,0.0,0.5,0.125,0.22187018662694383,0.7301773139098777
20,4.58222296349554,2.5,1.8,0.0,0.8379676750241646,6.676727381943466,1.0,3.0,2,1.0,5.0,1.0,79.16075011618341,0.0,1.0,0.0,0.0,0.5,0.125,0.6001706998542551,0.562761151889906
20,4.86648888358443,2.5,1.8,0.0,0.5303372944849165,7.353573972858894,1.0,3.0,0,1.0,5.0,1.0,63.077367538860095,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.7689605067502885
20,2.773756411344176,2.5,1.8,0.0,0.7737872223649567,7.506258282901077,1.0,3.0,0,1.0,5.0,1.0,68.49402625827649,0.0,1.0,0.0,0.0,0.5,0.125,0.1,0.9863126434794509
20,2.2839881825635913,2.5,1.8,0.0,0.8186504765427984,7.337255837814594,1.0,3.0,2,1.0,5.0,1.0,79.71799830484596,0.0,1.0,0.0,0.0,0.5,0.125,0.41236318668656224,0.46678859288653013
20,3.104376053006168,2.5,1.8,0.0,0.7683314250545034,6.410630078193996,1.0,3.0,1,1.0,5.0,1.0,76.94574112189822,0.0,1.0,0.0,0.0,0.5,0.125,0.5139331072539821,0.527275239233164
20,3.751076825462939,2.5,1.8,0.0,0.6715833590471594,7.605687176709927,1.0,3.0,2,1.0,5.0,1.0,57.11694523343051,0.0,1.0,0.0,0.0,0.5,0.125,0.20483686702165738,0.6838567228596248
